address,block,street_name,lat_long
643 YISHUN STREET 61,643,YISHUN ST 61,"1.4213002000000001, 103.83741159839212"
336 TAH CHING ROAD,336,TAH CHING RD,"1.338568, 103.72340696185236"
631 ANG MO KIO AVENUE 4,631,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 568987, Singapore"
489B CHOA CHU KANG AVENUE 5,489B,CHOA CHU KANG AVE 5,"1.37569395, 103.73954344879817"
701 CHOA CHU KANG STREET 53,701,CHOA CHU KANG ST 53,"Error: Road retrieved. Returned address Choa Chu Kang Street 53, Northwest, 689189, Singapore"
53 PIPIT ROAD,53,PIPIT RD,"1.3241684, 103.88703430070093"
543 HOUGANG AVENUE 8,543,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
468D ADMIRALTY DRIVE,468D,ADMIRALTY DR,"Error: Not Singapore. Returned address Admiralty Drive, Sunset Beach, Huntington Beach, Orange County, California, 92649, United States"
732 TAMPINES STREET 71,732,TAMPINES ST 71,"1.3575416, 103.9343393149371"
234 BUKIT PANJANG RING ROAD,234,BT PANJANG RING RD,"1.3784713, 103.7718388141289"
614 HOUGANG AVENUE 8,614,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
61 LORONG 5 TOA PAYOH,61,LOR 5 TOA PAYOH,"1.3364126, 103.85211977115085"
507D WELLINGTON CIRCLE,507D,WELLINGTON CIRCLE,"Error: Not Singapore. Returned address 507, Wellington Circle, Rochester Hills, Oakland County, Michigan, 48309, United States"
156 JALAN TECK WHYE,156,JLN TECK WHYE,"1.37883045, 103.75661446774313"
681 HOUGANG AVENUE 8,681,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
321B ANCHORVALE DRIVE,321B,ANCHORVALE DR,"1.39074945, 103.89240919579932"
21 JOO SENG ROAD,21,JOO SENG RD,"Error: Road retrieved. Returned address Joo Seng Road, Joo Seng, Southeast, 349700, Singapore"
81 REDHILL LANE,81,REDHILL LANE,"1.28779935, 103.81940593152174"
851 JURONG WEST STREET 81,851,JURONG WEST ST 81,"1.3466489, 103.6926915"
830A JURONG WEST STREET 81,830A,JURONG WEST ST 81,"1.34530045, 103.6940344680659"
640 PASIR RIS DRIVE 1,640,PASIR RIS DR 1,"1.37584155, 103.94036124124791"
274C PUNGGOL PLACE,274C,PUNGGOL PL,"1.4033597, 103.90206876758843"
334 SERANGOON AVENUE 3,334,SERANGOON AVE 3,"Error: Road retrieved. Returned address Serangoon Avenue 3, The Scala, Serangoon, Southeast, 556112, Singapore"
258 TAMPINES STREET 21,258,TAMPINES ST 21,"1.3540641999999998, 103.95028779027497"
106 BEDOK RESERVOIR ROAD,106,BEDOK RESERVOIR RD,"1.3295301, 103.90935680980974"
413 EUNOS ROAD 5,413,EUNOS RD 5,"1.3185866499999999, 103.89904177855793"
416 PASIR RIS DRIVE 6,416,PASIR RIS DR 6,"1.3716565, 103.9556941"
642B PUNGGOL DRIVE,642B,PUNGGOL DR,"1.39839645, 103.91633949117397"
239 BUKIT PANJANG RING ROAD,239,BT PANJANG RING RD,"Error: Road retrieved. Returned address Bukit Panjang Ring Road, Bukit Panjang, Northwest, 679910, Singapore"
521 HOUGANG AVENUE 6,521,HOUGANG AVE 6,"1.3731529, 103.8906705719497"
339A SEMBAWANG CLOSE,339A,SEMBAWANG CL,"Error: Road retrieved. Returned address Sembawang Close, Sun Trellis, Sembawang, Northwest, 750333, Singapore"
506 WOODLANDS DRIVE 14,506,WOODLANDS DR 14,"Error: Road retrieved. Returned address Woodlands Drive 14, Fragrant Woods, Woodlands, Northwest, 738079, Singapore"
503 JELAPANG ROAD,503,JELAPANG RD,"Error: Road retrieved. Returned address Jelapang Road, Bukit Panjang, Northwest, 671524, Singapore"
18D CIRCUIT ROAD,18D,CIRCUIT RD,"1.3294757000000001, 103.8892932152119"
529 JURONG WEST STREET 52,529,JURONG WEST ST 52,"1.3484196000000002, 103.71622885286892"
186 PASIR RIS STREET 11,186,PASIR RIS ST 11,"1.3650457999999999, 103.9595673500935"
306B ANCHORVALE LINK,306B,ANCHORVALE LINK,"1.38964895, 103.88853634055405"
571B WOODLANDS AVENUE 1,571B,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
808C CHAI CHEE ROAD,808C,CHAI CHEE RD,"1.3278492000000002, 103.92425038857144"
551 PASIR RIS STREET 51,551,PASIR RIS ST 51,"1.3677169, 103.95313101643032"
130 CLARENCE LANE,130,CLARENCE LANE,"1.2927895999999999, 103.81490205598591"
403B FERNVALE LANE,403B,FERNVALE LANE,"1.38880215, 103.87299434003288"
288F BUKIT BATOK STREET 25,288F,BT BATOK ST 25,"1.34530845, 103.75832143555664"
544 WOODLANDS DRIVE 16,544,WOODLANDS DR 16,"Error: Road retrieved. Returned address Woodlands Drive 16, Woodlands, Northwest, 730548, Singapore"
519 JURONG WEST STREET 52,519,JURONG WEST ST 52,"1.345706, 103.7175118"
806 KING GEORGE'S AVENUE,806,KING GEORGE'S AVE,"Error: Road retrieved. Returned address King George's Avenue, Kallang, Singapore, Central, 200803, Singapore"
109 RIVERVALE WALK,109,RIVERVALE WALK,"1.3832841999999999, 103.89958114727938"
253 ANG MO KIO STREET 21,253,ANG MO KIO ST 21,"1.3695867, 103.8344666082647"
221C BEDOK CENTRAL,221C,BEDOK CTRL,"1.3249819, 103.9340663667108"
139 BUKIT BATOK WEST AVENUE 6,139,BT BATOK WEST AVE 6,"1.3509950000000002, 103.74424518875406"
339 ANG MO KIO AVENUE 1,339,ANG MO KIO AVE 1,"1.3653809, 103.8491043"
119B KIM TIAN ROAD,119B,KIM TIAN RD,"1.2831479, 103.82614831062807"
304 UBI AVENUE 1,304,UBI AVE 1,"1.32969935, 103.90159317145245"
766 JURONG WEST STREET 74,766,JURONG WEST ST 74,"1.34978705, 103.6976968996712"
490A TAMPINES STREET 45,490A,TAMPINES ST 45,"1.36204155, 103.9567479594622"
223 LORONG 8 TOA PAYOH,223,LOR 8 TOA PAYOH,"1.3412581000000001, 103.855580675"
270 YISHUN STREET 22,270,YISHUN ST 22,"1.43742275, 103.83996789712032"
79 MARINE DRIVE,79,MARINE DR,"Error: Not Singapore. Returned address 79, Marine Drive, Bucyrus Heights, Buffalo, Amherst, Erie County, New York, 14228, United States"
601D PUNGGOL CENTRAL,601D,PUNGGOL CTRL,"1.4029802, 103.90765647513112"
451A SENGKANG WEST WAY,451A,SENGKANG WEST WAY,"Error: Road retrieved. Returned address Sengkang West Way, Fernvale, Central, 791453, Singapore"
336B YISHUN STREET 31,336B,YISHUN ST 31,"1.4314589500000001, 103.84439006403807"
133 BEDOK NORTH AVENUE 3,133,BEDOK NTH AVE 3,"1.32756465, 103.93579205446534"
55 NEW UPPER CHANGI ROAD,55,NEW UPP CHANGI RD,"1.3250842, 103.94214244845095"
465 CHOA CHU KANG AVENUE 4,465,CHOA CHU KANG AVE 4,"1.37754895, 103.73648842046056"
134 SIMEI STREET 1,134,SIMEI ST 1,"1.34805165, 103.95559016408129"
60 LORONG 4 TOA PAYOH,60,LOR 4 TOA PAYOH,"1.33631765, 103.85072701919977"
793 WOODLANDS AVENUE 6,793,WOODLANDS AVE 6,"Error: Road retrieved. Returned address Woodlands Avenue 6, Woodlands, Northwest, 737858, Singapore"
302 YISHUN CENTRAL,302,YISHUN CTRL,"1.4300202999999998, 103.83970542699956"
612 BEDOK RESERVOIR ROAD,612,BEDOK RESERVOIR RD,"1.33159555, 103.91577151384567"
446 PASIR RIS DRIVE 6,446,PASIR RIS DR 6,"1.370052, 103.957437"
108 JALAN BUKIT MERAH,108,JLN BT MERAH,"Error: Road retrieved. Returned address Jalan Bukit Merah, Radin Mas, Bukit Merah, Singapore, Central, 169545, Singapore"
274 TOH GUAN ROAD,274,TOH GUAN RD,"1.341967, 103.74694534894095"
148 WOODLANDS STREET 13,148,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
477 SEMBAWANG DRIVE,477,SEMBAWANG DR,"1.4522461, 103.81655671417107"
465 TAMPINES STREET 44,465,TAMPINES ST 44,"1.3595389999999998, 103.95464045"
131 POTONG PASIR AVENUE 1,131,POTONG PASIR AVE 1,"1.3343647, 103.86532674834172"
36 CHAI CHEE AVENUE,36,CHAI CHEE AVE,"Error: Road retrieved. Returned address Chai Chee Avenue, Ansar Garden, Bedok, Southeast, 461029, Singapore"
23 JALAN MEMBINA,23,JLN MEMBINA,"1.2846999499999998, 103.82688537446694"
210 NEW UPPER CHANGI ROAD,210,NEW UPP CHANGI RD,"1.3246238, 103.93181"
320 HOUGANG AVENUE 5,320,HOUGANG AVE 5,"Error: Road retrieved. Returned address Hougang Avenue 5, Hougang, Northeast, 530334, Singapore"
835 HOUGANG CENTRAL,835,HOUGANG CTRL,"1.3702811000000001, 103.89015150181818"
106 BISHAN STREET 12,106,BISHAN ST 12,"Error: Road retrieved. Returned address Bishan Street 12, Bishan, Singapore, Central, 570139, Singapore"
664 BUFFALO ROAD,664,BUFFALO RD,"Error: Not Singapore. Returned address 664, Buffalo Road, Buffalo, Sullivan County, Tennessee, 37617, United States"
829 JURONG WEST STREET 81,829,JURONG WEST ST 81,"1.34491045, 103.69405917275932"
112 BUKIT PURMEI ROAD,112,BT PURMEI RD,"1.2744724, 103.825486"
831 JURONG WEST STREET 81,831,JURONG WEST ST 81,"1.3449643999999998, 103.69474520353214"
802 YISHUN RING ROAD,802,YISHUN RING RD,"1.418487, 103.83178536700916"
610 ELIAS ROAD,610,ELIAS RD,"1.3751413000000001, 103.94196550308567"
415 SERANGOON CENTRAL,415,SERANGOON CTRL,"1.3497852, 103.87448916411147"
629 ANG MO KIO AVENUE 4,629,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 560629, Singapore"
624 SENJA ROAD,624,SENJA RD,"Error: Road retrieved. Returned address Senja Road, Bukit Panjang, Northwest, 677741, Singapore"
311C CLEMENTI AVENUE 4,311C,CLEMENTI AVE 4,"1.3199674, 103.76574775613031"
695 JURONG WEST CENTRAL 1,695,JURONG WEST CTRL 1,"1.3426383999999998, 103.7074952075608"
11 JALAN BATU,11,JLN BATU,"Error: Not Singapore. Returned address Jalan Batu, RW 01, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10110, Indonesia"
292A COMPASSVALE STREET,292A,COMPASSVALE ST,"1.39613415, 103.89916700744284"
314 SERANGOON AVENUE 2,314,SERANGOON AVE 2,"Error: Road retrieved. Returned address Serangoon Avenue 2, Serangoon, Southeast, 556138, Singapore"
118 LORONG 1 TOA PAYOH,118,LOR 1 TOA PAYOH,"1.3395596, 103.84489912731789"
157 BISHAN STREET 13,157,BISHAN ST 13,"1.34594535, 103.85655110770655"
487B CHOA CHU KANG AVENUE 5,487B,CHOA CHU KANG AVE 5,"1.37635425, 103.73834601464793"
230 PASIR RIS STREET 21,230,PASIR RIS ST 21,"1.37259385, 103.9610369536808"
502A WELLINGTON CIRCLE,502A,WELLINGTON CIRCLE,"Error: Not Singapore. Returned address 502, Wellington Circle, Rochester Hills, Oakland County, Michigan, 48309, United States"
279C SENGKANG EAST AVENUE,279C,SENGKANG EAST AVE,"1.3857545500000001, 103.89252231782407"
357 TAMPINES STREET 33,357,TAMPINES ST 33,"1.35416435, 103.96187013002225"
347A YISHUN AVENUE 11,347A,YISHUN AVE 11,"1.4279940500000001, 103.84246661978598"
440 YISHUN AVENUE 11,440,YISHUN AVE 11,"1.422329, 103.84640478026216"
289F BUKIT BATOK STREET 25,289F,BT BATOK ST 25,"1.344514, 103.75943401536125"
539 BUKIT PANJANG RING ROAD,539,BT PANJANG RING RD,"Error: Road retrieved. Returned address Bukit Panjang Ring Road, Bukit Panjang, Northwest, 679910, Singapore"
729 CLEMENTI WEST STREET 2,729,CLEMENTI WEST ST 2,"1.3049989000000002, 103.76353259999999"
409A FERNVALE ROAD,409A,FERNVALE RD,"1.38909945, 103.87714247877798"
620 WOODLANDS DRIVE 52,620,WOODLANDS DR 52,"1.4335811999999999, 103.79869783415732"
458 YISHUN AVENUE 11,458,YISHUN AVE 11,"Error: Road retrieved. Returned address Yishun Avenue 11, Yishun, Northwest, 760413, Singapore"
408 YISHUN AVENUE 6,408,YISHUN AVE 6,"1.42624035, 103.848421140429"
21 EUNOS CRESCENT,21,EUNOS CRES,"1.32503235, 103.90318403065035"
339B SEMBAWANG CLOSE,339B,SEMBAWANG CL,"1.4479661, 103.81726243865988"
276 CHOA CHU KANG AVENUE 2,276,CHOA CHU KANG AVE 2,"1.3795380499999998, 103.74443938415484"
331 UBI AVENUE 1,331,UBI AVE 1,"1.32659715, 103.90352306189608"
613B PUNGGOL DRIVE,613B,PUNGGOL DR,"1.40432085, 103.90833461879365"
23 DOVER CRESCENT,23,DOVER CRES,"1.3074274, 103.78364621397719"
58 STRATHMORE AVENUE,58,STRATHMORE AVE,"Error: Not Singapore. Returned address 58, Strathmore Avenue, Lower Stoke, Coventry, West Midlands Combined Authority, West Midlands, England, CV1 2AH, United Kingdom"
908 TAMPINES AVENUE 4,908,TAMPINES AVE 4,"1.3504382000000001, 103.93872908541844"
50 DORSET ROAD,50,DORSET RD,"Error: Not Singapore. Returned address 50, Dorset Road, Town of Horicon, Warren County, New York, 12815, United States"
110 WOODLANDS STREET 13,110,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
273B PUNGGOL PLACE,273B,PUNGGOL PL,"1.4020318, 103.90169169862102"
173D PUNGGOL FIELD,173D,PUNGGOL FIELD,"Error: Road retrieved. Returned address Punggol Field, Punggol Cove, Punggol, Northeast, 820198, Singapore"
284 CHOA CHU KANG AVENUE 3,284,CHOA CHU KANG AVE 3,"1.3798835999999999, 103.74242643066688"
272D JURONG WEST STREET 24,272D,JURONG WEST ST 24,"1.35119015, 103.70454148822968"
13 MARINE TERRACE,13,MARINE TER,"Error: Not Singapore. Returned address Corporate & Workwear Solutions, 13, Marine Terrace, Burnie, City of Burnie, Tasmania, 7320, Australia"
50 STIRLING ROAD,50,STIRLING RD,"Error: Not Singapore. Returned address 50, Stirling Road, Longstanton, Northstowe, Cambridge, Cambridgeshire, East of England, England, CB24 1BW, United Kingdom"
42A SIMS DRIVE,42A,SIMS DR,"Error: Not Singapore. Returned address 42, Sims Drive, Redwood, Suffolk County, New York, 11963, United States"
345 KANG CHING ROAD,345,KANG CHING RD,"1.3400105500000001, 103.72138597113025"
576 WOODLANDS DRIVE 16,576,WOODLANDS DR 16,"1.4304644, 103.79687200000001"
637 HOUGANG AVENUE 8,637,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
514 PASIR RIS STREET 52,514,PASIR RIS ST 52,"1.3745473000000001, 103.94313724473969"
485 ADMIRALTY LINK,485,ADMIRALTY LINK,"Error: Road retrieved. Returned address Admiralty Link, Sembawang, Northwest, 757521, Singapore"
69 LORONG 4 TOA PAYOH,69,LOR 4 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 4 Toa Payoh, Toa Payoh, Singapore, Central, 319194, Singapore"
731 WOODLANDS CIRCLE,731,WOODLANDS CIRCLE,"1.4428878, 103.79753630776416"
330 BUKIT BATOK STREET 33,330,BT BATOK ST 33,"1.3632895, 103.74836098274537"
52 TELOK BLANGAH DRIVE,52,TELOK BLANGAH DR,"1.2738502, 103.81131045416714"
411 EUNOS ROAD 5,411,EUNOS RD 5,"1.31869815, 103.899507374633"
92 COMMONWEALTH DRIVE,92,C'WEALTH DR,"1.30572555, 103.80032216837782"
426B YISHUN AVENUE 11,426B,YISHUN AVE 11,"Error: Road retrieved. Returned address Yishun Avenue 11, Yishun, Northwest, 760413, Singapore"
227 BUKIT BATOK CENTRAL,227,BT BATOK CTRL,"1.3483535, 103.75349229406146"
333 CLEMENTI AVENUE 2,333,CLEMENTI AVE 2,"1.3151924, 103.76751276979252"
212B COMPASSVALE DRIVE,212B,COMPASSVALE DR,"1.3863026999999999, 103.90052654666718"
255 COMPASSVALE ROAD,255,COMPASSVALE RD,"1.3943987, 103.89947679281153"
119 LORONG 1 TOA PAYOH,119,LOR 1 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 1 Toa Payoh, Toa Payoh, Singapore, Central, 313130, Singapore"
796 YISHUN RING ROAD,796,YISHUN RING RD,"Error: Road retrieved. Returned address Yishun Ring Road, Yishun, Northwest, 760413, Singapore"
410 YISHUN RING ROAD,410,YISHUN RING RD,"1.4263141, 103.84650112444683"
122 BEDOK RESERVOIR ROAD,122,BEDOK RESERVOIR RD,"1.332062, 103.91092294774276"
508A WELLINGTON CIRCLE,508A,WELLINGTON CIRCLE,"1.4524756, 103.82058674999999"
776 YISHUN AVENUE 2,776,YISHUN AVE 2,"Error: Road retrieved. Returned address Yishun Avenue 2, Yishun, Northwest, 760175, Singapore"
412 CHOA CHU KANG AVENUE 3,412,CHOA CHU KANG AVE 3,"1.3816301, 103.7421019293336"
653 HOUGANG AVENUE 8,653,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
338 WOODLANDS AVENUE 1,338,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
817 WOODLANDS STREET 82,817,WOODLANDS ST 82,"1.44184335, 103.79095304610019"
636A PUNGGOL DRIVE,636A,PUNGGOL DR,"1.4003006999999998, 103.91396372312114"
333 SEMBAWANG CLOSE,333,SEMBAWANG CL,"1.4468230499999999, 103.81627039123222"
261A SENGKANG EAST WAY,261A,SENGKANG EAST WAY,"1.3941034, 103.89456020869537"
236A SERANGOON AVENUE 2,236A,SERANGOON AVE 2,"Error: Road retrieved. Returned address Serangoon Avenue 2, Serangoon, Southeast, 556138, Singapore"
712 TAMPINES STREET 71,712,TAMPINES ST 71,"1.35898215, 103.93710917593285"
46 CIRCUIT ROAD,46,CIRCUIT RD,"1.326123, 103.88606316170242"
959 HOUGANG STREET 91,959,HOUGANG ST 91,"1.3768801, 103.87915027839007"
545 SERANGOON NORTH AVENUE 3,545,SERANGOON NTH AVE 3,"Error: Road retrieved. Returned address Serangoon North Avenue 3, Serangoon North, Singapore, Central, 550102, Singapore"
263 JURONG EAST STREET 24,263,JURONG EAST ST 24,"1.3443759499999999, 103.74161239712933"
460 SEGAR ROAD,460,SEGAR RD,"1.38737455, 103.77209993749963"
962 HOUGANG AVENUE 9,962,HOUGANG AVE 9,"Error: Road retrieved. Returned address Hougang Avenue 9, Hougang, Northeast, 538692, Singapore"
450G TAMPINES STREET 42,450G,TAMPINES ST 42,"1.35822735, 103.95265384999999"
477 SEGAR ROAD,477,SEGAR RD,"Error: Road retrieved. Returned address Segar Road, Bukit Panjang, Northwest, 677738, Singapore"
228 SIMEI STREET 4,228,SIMEI ST 4,"1.3425199, 103.95604520982863"
389 TAMPINES STREET 32,389,TAMPINES ST 32,"1.3548877, 103.9580333815"
884 TAMPINES STREET 83,884,TAMPINES ST 83,"1.35150705, 103.93287882668307"
316 WOODLANDS STREET 31,316,WOODLANDS ST 31,"1.4314896, 103.77638162409012"
765 WOODLANDS CIRCLE,765,WOODLANDS CIRCLE,"1.4459132000000001, 103.796855100827"
176 BUKIT BATOK WEST AVENUE 8,176,BT BATOK WEST AVE 8,"1.3460029, 103.74137861723757"
640 ROWELL ROAD,640,ROWELL RD,"Error: Not Singapore. Returned address 640, Rowell Road, Crawford County, Georgia, 31078, United States"
633 ANG MO KIO AVENUE 6,633,ANG MO KIO AVE 6,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569845, Singapore"
11 LORONG 8 TOA PAYOH,11,LOR 8 TOA PAYOH,"1.33710685, 103.85913207845286"
794 WOODLANDS DRIVE 72,794,WOODLANDS DR 72,"Error: Road retrieved. Returned address Woodlands Drive 72, Woodlands, Northwest, 730789, Singapore"
111 ANG MO KIO AVENUE 4,111,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 568987, Singapore"
2 JALAN BUKIT MERAH,2,JLN BT MERAH,"Error: Road retrieved. Returned address Jalan Bukit Merah, Bukit Merah, Singapore, Central, 169207, Singapore"
253 PASIR RIS STREET 21,253,PASIR RIS ST 21,"1.36819945, 103.96303793498112"
222 TAMPINES STREET 24,222,TAMPINES ST 24,"1.3554986, 103.95267972652611"
416 ANG MO KIO AVENUE 10,416,ANG MO KIO AVE 10,"1.3645516500000001, 103.85508566916289"
449 BUKIT PANJANG RING ROAD,449,BT PANJANG RING RD,"Error: Road retrieved. Returned address Bukit Panjang Ring Road, Bukit Panjang, Northwest, 679910, Singapore"
753 CHOA CHU KANG NORTH 5,753,CHOA CHU KANG NTH 5,"Error: Road retrieved. Returned address Choa Chu Kang North 5, Northwest, 680533, Singapore"
225A JURONG EAST STREET 21,225A,JURONG EAST ST 21,"1.34203035, 103.73682432904411"
112 BEDOK NORTH ROAD,112,BEDOK NTH RD,"1.33102155, 103.93543605384049"
116 HOUGANG AVENUE 1,116,HOUGANG AVE 1,"Error: Road retrieved. Returned address Hougang Avenue 1, Hougang, Northeast, 530110, Singapore"
531 HOUGANG AVENUE 6,531,HOUGANG AVE 6,"Error: Road retrieved. Returned address Hougang Avenue 6, Hougang, Northeast, 538787, Singapore"
28B DOVER CRESCENT,28B,DOVER CRES,"1.3053821, 103.78190340834242"
211A COMPASSVALE LANE,211A,COMPASSVALE LANE,"1.3847390000000002, 103.89940927569236"
705 BEDOK NORTH ROAD,705,BEDOK NTH RD,"1.33661885, 103.91896625289809"
749 YISHUN STREET 72,749,YISHUN ST 72,"1.4283868, 103.83411849648719"
871B TAMPINES STREET 86,871B,TAMPINES ST 86,"Error: Road retrieved. Returned address Tampines Street 86, Q bay Residences, Tampines, Northeast, 524879, Singapore"
657 YISHUN AVENUE 4,657,YISHUN AVE 4,"Error: Road retrieved. Returned address Yishun Avenue 4, Yishun, Northwest, 761672, Singapore"
626 HOUGANG AVENUE 8,626,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
161 BUKIT BATOK STREET 11,161,BT BATOK ST 11,"1.34845485, 103.7420858139877"
201 CLEMENTI AVENUE 6,201,CLEMENTI AVE 6,"Error: Road retrieved. Returned address Clementi Avenue 6, Clementi, Southwest, 128808, Singapore"
141 LORONG AH SOO,141,LOR AH SOO,"1.3531046, 103.88391379954311"
504C CANBERRA LINK,504C,CANBERRA LINK,"1.45025205, 103.82334376583442"
75B REDHILL ROAD,75B,REDHILL RD,"Error: Not Singapore. Returned address Redhill Road, Redhill, Arnold, Gedling, Nottinghamshire, East Midlands, England, NG5 8HB, United Kingdom"
462 CLEMENTI AVENUE 3,462,CLEMENTI AVE 3,"1.31116905, 103.76603705"
7 BOON KENG ROAD,7,BOON KENG RD,"1.31677585, 103.86189918155178"
261 TAMPINES STREET 21,261,TAMPINES ST 21,"1.3541534, 103.95127896547831"
459 YISHUN AVENUE 11,459,YISHUN AVE 11,"Error: Road retrieved. Returned address Yishun Avenue 11, Yishun, Northwest, 760413, Singapore"
553 JURONG WEST STREET 42,553,JURONG WEST ST 42,"1.3531830500000002, 103.71918097138003"
338 TAMPINES STREET 33,338,TAMPINES ST 33,"1.3516912, 103.95936564630335"
526 BEDOK NORTH STREET 3,526,BEDOK NTH ST 3,"1.3341482, 103.9297352"
11 CANTONMENT CLOSE,11,CANTONMENT CL,"1.2744195, 103.83972925747867"
114 HO CHING ROAD,114,HO CHING RD,"1.33378855, 103.72410629752123"
440 PASIR RIS DRIVE 4,440,PASIR RIS DR 4,"1.3690709, 103.9585122"
209 PASIR RIS STREET 21,209,PASIR RIS ST 21,"1.3666626, 103.96178634454361"
311A ANCHORVALE LANE,311A,ANCHORVALE LANE,"1.39095825, 103.88422291133222"
503 BEDOK NORTH STREET 3,503,BEDOK NTH ST 3,"1.33144265, 103.93242485038215"
271D JURONG WEST STREET 24,271D,JURONG WEST ST 24,"1.3500662499999998, 103.70486891115242"
359C ADMIRALTY DRIVE,359C,ADMIRALTY DR,"Error: Not Singapore. Returned address Admiralty Drive, Sunset Beach, Huntington Beach, Orange County, California, 92649, United States"
303 CANBERRA ROAD,303,CANBERRA RD,"Error: Not Singapore. Returned address Canberra Road, London Borough of Newham, London, Greater London, England, E6 2RW, United Kingdom"
30 KELANTAN ROAD,30,KELANTAN RD,"Error: Road retrieved. Returned address Kelantan Road, Rochor, Singapore, Central, 208828, Singapore"
976 JURONG WEST STREET 93,976,JURONG WEST ST 93,"1.33992775, 103.69371166948525"
319C ANCHORVALE DRIVE,319C,ANCHORVALE DR,"1.39087455, 103.89051071833987"
340 WOODLANDS AVENUE 1,340,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
666B JURONG WEST STREET 65,666B,JURONG WEST ST 65,"1.3396925, 103.70202326975146"
160 YUNG PING ROAD,160,YUNG PING RD,NONE
328 ANG MO KIO AVENUE 3,328,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
686A CHOA CHU KANG CRESCENT,686A,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
472 SEGAR ROAD,472,SEGAR RD,"Error: Road retrieved. Returned address Segar Road, Bukit Panjang, Northwest, 677738, Singapore"
808C CHOA CHU KANG AVENUE 1,808C,CHOA CHU KANG AVE 1,"Error: Road retrieved. Returned address Choa Chu Kang Avenue 1, Choa Chu Kang, Southwest, 682296, Singapore"
815B CHOA CHU KANG AVENUE 7,815B,CHOA CHU KANG AVE 7,"1.3768123, 103.74766662985806"
634 BEDOK RESERVOIR ROAD,634,BEDOK RESERVOIR RD,"1.3302334, 103.90509711629387"
137 BUKIT BATOK WEST AVENUE 6,137,BT BATOK WEST AVE 6,"1.35055505, 103.74503238144464"
404 FAJAR ROAD,404,FAJAR RD,"Error: Road retrieved. Returned address Fajar Road, Bukit Panjang, Northwest, 673443, Singapore"
166 GANGSA ROAD,166,GANGSA RD,"Error: Road retrieved. Returned address Gangsa Road, Bukit Panjang, Northwest, 679002, Singapore"
758 CHOA CHU KANG NORTH 5,758,CHOA CHU KANG NTH 5,"Error: Road retrieved. Returned address Choa Chu Kang North 5, Northwest, 680533, Singapore"
22 TEBAN GARDENS ROAD,22,TEBAN GDNS RD,"1.32278185, 103.73978960230095"
3C UPPER BOON KENG ROAD,3C,UPP BOON KENG RD,"1.3138205, 103.87306042155683"
316A ANCHORVALE LINK,316A,ANCHORVALE LINK,"1.3926224999999999, 103.88933894793007"
886B WOODLANDS DRIVE 50,886B,WOODLANDS DR 50,"Error: Road retrieved. Returned address Woodlands Drive 50, Woodlands, Northwest, 738853, Singapore"
720 BEDOK RESERVOIR ROAD,720,BEDOK RESERVOIR RD,"1.3359477499999999, 103.92491745348197"
682 CHOA CHU KANG CRESCENT,682,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
617B PUNGGOL DRIVE,617B,PUNGGOL DR,"1.4021324499999999, 103.91220891361917"
146 BEDOK RESERVOIR ROAD,146,BEDOK RESERVOIR RD,"1.33457685, 103.91194743350968"
